url,image_url,amount_raised,description,days_running
https://www.gofundme.com/f/support-moshies-medical-journey,https://d2g8igdw686xgo.cloudfront.net/95927915_1761311784596237_r.png,10000,"Donation protected
Hi everyone! As most of you may know my kitties are my whole world so I’m asking for any help to support my baby, Moshie. After multiple ER/vet visits, he is in very critical condition and has been hospitalized for the last week with no answers as to what’s going on. At this point we think he will have to see a specialist in Pittsburgh that’s an added $10,000 to get some more explanation and help.
React",2
https://www.gofundme.com/f/save-sammys-eye-urgent-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/95460177_1759942555952067_r.png,1727,"Donation protected
My sweet pup Sammy needs your help He was recently diagnosed with a tumor in his eye called limbal melanoma. The vets say he needs surgery as soon as possible to save his eye and keep him healthy.

Anyone who knows me knows how much my dogs mean to me! He’s family. This surgery comes with a heavy cost, and as much as I wish I could cover it all myself, I need to reach out for support.

If you’re able to donate, share, or even just send love, it would mean the world. Every doll",18
https://www.gofundme.com/f/help-sol-find-a-forever-home-in-the-usa,https://d2g8igdw686xgo.cloudfront.net/95945959_1761360585789580_r.png,500,"Donation protected
Help us bring Sol (Sun) to the United States!!

My husband, Owen, and I found a stray dog on the beaches of Nuevo Vallarta during our honeymoon in Mexico. After wandering for a while, being ignored by families, and visibility exhausted and in need of water- it was obvious that he was dumped and now has to fend for himself. So, we decided to bring him home. However, vets require us to be with a stray for 15 days before they will board and vaccinate them and like good timing, we",2
https://www.gofundme.com/f/help-save-raven-from-lymphoma,https://d2g8igdw686xgo.cloudfront.net/95769173_176085660767534_r.png,3500,"Donation protected
My sweet boy Raven has been diagnosed with lymphoma, and my heart is completely shattered. What started as small changes in his behavior quickly turned into devastating news after countless tests and vet visits confirmed that it’s cancer. Raven has been my everything—he’s my best friend, my comfort through grief, anxiety, and heartbreak, and my little shadow who has never left my side. Now, he’s the one who needs me, and I feel completely powerless because the treatment he nee",8
https://www.gofundme.com/f/save-cudi-urgent-surgery-needed-for-cancer,https://d2g8igdw686xgo.cloudfront.net/95748499_1760828173811588_r.jpg,1160,"Donation protected
Hi everyone. It’s truly with broken heart and tears in my eyes that I write this message about our sweet boy, Cudi. He’s 13 years old and has been with us since he was 2 months old. Rob and I consider him our first child. He’s been a HUGE part of all of our lives especially my daughter Alexa, who lives and breathes for her beloved “puppy”.

Cudi has a fast growing cancerous mass (currently the size of a softball) on his leg which requires immediate removal. While he has gone t",8
https://www.gofundme.com/f/7ag3ps-help-bailey-walk-again-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/95900401_1761233433947788_r.png,590,"Donation protected
Hi everyone,
I'm reaching out for help for my sweet dog, Bailey. She was my dad's dog, and after he passed away, she became my greatest comfort and a living reminder of him. She's brought me so much love and healing — and now she needs help to heal herself.

Recently, Bailey was diagnosed with a torn ACL. Without surgery, she's in pain and can't enjoy the things she loves most — going on walks, playing fetch, or just being her happy, goofy self. The surgery and recovery costs ",3
https://www.gofundme.com/f/help-samantha-get-surgery-for-her-broken-leg,https://d2g8igdw686xgo.cloudfront.net/95780927_1761019088161161_r.png,7000,"Donation protected
My name is Crystal. My baby Samantha broke her leg and is in a lot of pain. I don't have the funds to get the surgery because of helping my grandpa with his dogs surgery. Please if you can share or donate She is my last baby. My cat recently died last month. I dont want anything to happen to her..

The vet told us that it will cost $7,000 for everything. All we have done so far is get her seen/get her meds/and get her a splint for her leg. We have a week they said to get the m",7
https://www.gofundme.com/f/help-blake-fight-for-her-life,https://d2g8igdw686xgo.cloudfront.net/95305735_1759483024942352_r.jpeg,959,"Donation protected
Taylor and Jacob’s three-year-old dog, Blake, is currently fighting for her life at Blue Pearl Pet Neurology in Farmington, MI. After a sudden and severe decline in health, Blake underwent an MRI and a spinal tap to determine whether she’s suffering from encephalitis, meningitis, or a brain tumor. The results so far have been inconclusive, and the veterinary team has started her on high-dose steroids and a chemotherapy agent called Cytosar, hoping for any sign of improvement. ",22
https://www.gofundme.com/f/help-us-pay-for-the-jude-mural,https://d2g8igdw686xgo.cloudfront.net/95880647_1761170375325218_r.jpeg,1327,"Tax deductible
Help Us Pay for the Beautiful Jude Mural

If you’ve walked through downtown Lancaster lately, you may have seen the stunning new Jude Mural — a breathtaking tribute to compassion, created by local artists Shauna Yorty, Chomingo Rivas, Jandi Lea Goshert, Renea Ltece and Alix Walburn.

This two-story mural features Jude, a beloved rescued cow from Lancaster Farm Sanctuary, resting peacefully among marigolds under a glowing moon. It’s a symbol of hope, love, and compassion.




Read ",4
https://www.gofundme.com/f/save-mooses-leg-donate-for-surgery,https://d2g8igdw686xgo.cloudfront.net/95969067_1761435436169909_r.png,700,"Donation protected
Help Moose Get the Surgery He Needs to Walk & Play Again

Meet Moose!! He is a sweet, goofy, loving puppy who has his whole life ahead of him… if he can get the surgery he urgently needs.

Moose was born with a medical condition that is progressively damaging his joint. Without surgery, he will go permanently lame in that leg and live the rest of his life in constant pain. Right now, he is still young enough to heal and live a happy, active life, but time is working against hi",1
https://www.gofundme.com/f/in-memory-of-tofu-help-with-emergency-vet-costs,https://d2g8igdw686xgo.cloudfront.net/95966231_1761427819922229_r.png,95,"Donation protected
Hey everyone who’s been following my fostering journey,

You all know how much my little tuxedo boy, Tofu, meant to me. I’m heartbroken to share that he tragically passed away on October 22nd. That day, I was cleaning the spare room where I keep my foster kittens, like I always do. Tofu was his usual playful self when I let them out to play, showing no signs of trouble. I moved all seven kittens to the bathroom, a routine I follow to keep them safe while I clean. It took about",1
https://www.gofundme.com/f/heal-lucy-from-fibrosarcoma,https://d2g8igdw686xgo.cloudfront.net/94902951_1758587019159427_r.png,2092,"Donation protected
Lucy is more than just a pet she's family. She's been by my side through thick and thin, offering unconditional love, endless tail wags, and the kind of loyalty that only a dog can give. A few weeks ago, Lucy was diagnosed with fibrosarcoma, a rare and aggressive soft tissue cancer. The news has been devastating.
Despite the diagnosis, Lucy is still full of life. She’s eating, playing, and wagging her tail like the brave girl she is. But time is critical. Treatment including s",34
https://www.gofundme.com/f/give-autumn-a-second-chance-at-health,https://d2g8igdw686xgo.cloudfront.net/95843801_1761084836970126_r.png,2000,"Donation protected
Hello, all our family and friends, we are reaching out for some help...
we recently took in a new pet dog named AUTUMN, she is just like Tanner our male Husky who we had for 12 years, he recently passed away in April, so 2 weeks we took in our Autumn she is just like Tanner. we fell so much in love with her, our other Husky Shyla has also taken to her very lovingly, the person we who gave her to us had given us immunization papers that were fake. we did not realize this right ",5
https://www.gofundme.com/f/sprout-needs-a-liver-biopsy,https://d2g8igdw686xgo.cloudfront.net/95691771_1760971551865858_r.png,2628,"Donation protected
We need help funding a very important surgery for our 5 year old best boy, and best furry friend Sprout! Recent bloodwork and tests have indicated tremendously elevated liver numbers. There is dysfunction and damage in his liver and we need a biopsy to proceed with treatment to potentially prolong his life! Any amount, however small, will be so very appreciated! Sprout is our everything, and we can’t bear to part with him or watch him suffer at such a young age.


We all have ",6
https://www.gofundme.com/f/help-dominos-cat-rescue-league-raise-the-roof,https://d2g8igdw686xgo.cloudfront.net/95577543_1760301573101926_r.png,1431,"Tax deductible
Please help Domino's Cat Rescue League raise the roof on Domino's House and keep the kitties who call it home safe and dry.

After last years storms hit Florida, Domino's Cat Rescue in Palm City, was left with substantial damage to the property and Domino's have gradually removed trees and replaced roofs on the Main House, Breezeway, Adoption Porch, Guest House, Kitten Room and Guest House Porch in 2025.
In addition to this, basic repairs have been carried out across the property ",14
https://www.gofundme.com/f/save-diablo-support-his-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/95760597_1760824613347425_r.png,8000,"Donation protected
Our hearts are breaking. Our beloved Diablo, my best friend, my whole world is in critical condition. We just received the devastating news that he has a gastrointestinal blockage and needs emergency surgery immediately. The estimate for this life-saving procedure is substantial, and we can't do it alone. As everyone knows Diablo isn't just a pet, he is a cherished member of our family. Please, if you can, help us get Diablo the urgent care he needs. Every single donation, no ",8
https://www.gofundme.com/f/help-sol-breathe-support-his-medical-journey,https://d2g8igdw686xgo.cloudfront.net/95971205_1761442652340051_r.png,900,"Donation protected
Help Sol Breathe Easier

Hi friends, my name is Claudia, and I’m Sol’s mom. For the past two years, I’ve been on a journey to find answers for Sol’s breathing difficulties. I adopted Sol at just three months old from a wonderful rescue program in Brooklyn, and he quickly became an irreplaceable part of my life.

After a couple of months, I started noticing loud noises when he breathed, which led to an ER visit and a referral to a specialist. After numerous tests and biopsies, ",0
https://www.gofundme.com/f/get-carol-forth-back-on-the-road-to-rescue,https://d2g8igdw686xgo.cloudfront.net/95751621_1760802930288530_r.png,1610,"Donation protected
Help Get Carol Forth Back on the Road!
For years, she brought shelter dogs from Tennessee to safety in New Jersey —
Now she needs us.

If you've ever adopted a rescue dog from Tennessee, there's a good chance Carol Forth helped make it happen.
For years, Carol drove from TN to NJ twice a month — van full of animals whose time was running out — giving them a second chance at life.

Now she's facing health challenges, and her vehicle needs major repairs.



Read more
React",8
https://www.gofundme.com/f/loyalty-is-a-5-year-old-american-pit-bull-terrier,https://www.gofundme.com/partnerassets/waggle/partner-uploads/1761136027/5cda6dab-2736-4462-8b0b-41605407517d.jpeg,560,"Tax deductible
4 and 1/2 years ago Loyalty came into my life. She is a rescue. She was in a home where she was not being cared for properly and being abused. She means the world to me,we rescued each other. I promised her when I got her she would never be hurt again. Yesterday she was hit by a car and she is hurt and I am so hurt. I have done everything in my power to protect and take good care of her. Loyalty is the sweetest dog you can ever meet. She loves everyone. She is very special. She lo",4
https://www.gofundme.com/f/kellys-race-fundraiser-for-rva-street-bunny-society,https://d2g8igdw686xgo.cloudfront.net/94177299_1756670046532154_r.png,2000,"Donation protected
Hi, friends! This fall, I am running the Richmond Marathon to support RVA Street Street Bunny Society, the only organization in eastern, central, and southwest VA dedicated to saving abandoned domestic bunnies from certain death on the streets. Check out the rescue here: RVASBS.org. This cause means a lot to me, and it would also mean a lot to have friends and family donate to save some of the most vulnerable creatures out there. I am trying to raise $2,000 by November 15. Tha",56
https://www.gofundme.com/f/save-nacho-urgent-vet-care-needed,https://d2g8igdw686xgo.cloudfront.net/95813383_17610007572693_r.png,636,"Donation protected
Nacho is one of the shelter’s sickest residents. But he didn’t arrive that way. Just a few short weeks ago, he was found as a stray and has since drastically deteriorated as he lay in his cage. Overlooked and suffering, Nacho’s health got to a breaking point last night. Refusing to eat and laying quietly waiting for death. Until an angel came to save him this morning and take him into private vet care, his only chance of survival. As we all know, vet care is incredibly expensi",6
https://www.gofundme.com/f/give-ava-a-safe-haven-and-behavioral-support,https://d2g8igdw686xgo.cloudfront.net/95932207_176132215787574_r.png,730,"Donation protected
Help Ava Get the Behavioral Support and Safe Haven She Deserves

It’s hard to believe it’s been 11 months since this incredible dog and her babies came into my life. From the very beginning, I’ve remained committed to their safety, protection, and well-being — and I’m committed still.

Many of you have followed Ava’s story since the day she was rescued — dumped, pregnant, and alone in the Southern California desert. She gave birth under a metal trash bin at an organic waste ma",2
https://www.gofundme.com/f/prince-walter-has-fallen-ill,https://d2g8igdw686xgo.cloudfront.net/95872223_176115500145558_r.png,700,"Donation protected
Hi everyone. Thank you for taking the time to read. Prince Walter has fallen ill and we have had trouble getting answers. In the past 4 days, we have only been able to get him to eat a small treat here and there, but he refuses to eat any kind of actual food or water. He has grown lethargic and has only gone to the restroom 2x in that time frame. He has now been to the vet twice where they did a basic assessment, gave him an IV, and a shot of B12. We haven’t seen a difference.",4
https://www.gofundme.com/f/get-bambi-back-to-health,https://d2g8igdw686xgo.cloudfront.net/95943595_1761346876159726_r.png,231,"Donation protected
Hi everyone, my name is Bambi. Some of you know me as Bambooshka. I’m currently fighting Parvo virus and I need your support.

We just want our little Bambi to be healthy and back in our arms. She will be hospitalized for a week and possibly more days depending how well she responds to treatment. Anything is greatly appreciated to help cover her vet bills. God bless.
React",2
https://www.gofundme.com/f/support-ivys-hospitalization-and-recovery,https://d2g8igdw686xgo.cloudfront.net/95765717_176083987440518_r.png,790,"Donation protected
Hi everyone,

I'm making this because I had an unforeseen medical expense for my precious cat, Ivy. I hate to be asking for donations, but in this time of need, anything really helps. She had to be hospitalized today & the vet bill just added up. I love my little baby so much, so I'm reaching out to all you fam/friends now. Even if I could raise a quarter of what is needed, I would be so grateful. Hoping to have Ivy back in my arms and healthy soon. Thank you all!!
React",8
https://www.gofundme.com/f/donate-to-save-roland-fighting-skin-cancer-and-infection,https://d2g8igdw686xgo.cloudfront.net/95800313_1760967737431672_r.png,1400,"Donation protected
Hello, my name is Roland, and I’m a rescue dog who has already survived more than most.
After years of neglect, I was finally given a chance at love and care. Recently, I was diagnosed with multiple skin tumors and skin cancer. My family was heartbroken but determined to help me fight.

They trusted a recommendation for affordable treatment across the border — a decision made out of love and hope. Unfortunately, that surgery turned into a nightmare. The procedure was done impr",6
https://www.gofundme.com/f/support-awesomes-comfort-in-her-last-moments,https://d2g8igdw686xgo.cloudfront.net/95964185_1761423111133135_r.jpg,500,"Donation protected
The funds will go to Animal Urgent Care for my dog, Awesome. She's an amazing dog, but her time is coming very soon, and I don't want her to be in pain any longer. I will be forever greatful of any of you can put in at least $1 to help us in our time of need. Thank you, everyone!
React",1
https://www.gofundme.com/f/support-clovers-cat-club-make-a-difference,https://d2g8igdw686xgo.cloudfront.net/95378011_1759772586269165_r.png,14645,"Tax deductible
Hey friends — the Clover’s Cat Club makeover is in full swing, and now it’s time to tackle one of the least glamorous but most essential upgrades: laundry and sinks.

Right now, the rescue has one lonely sink (in the bathroom) and no washer or dryer on-site. All the cat laundry — bedding, towels, cleaning supplies, everything — gets taken home by staff. Yep… they’re doing so much rescue laundry, they barely have time to do their own.

Here’s the plan:
Add two more sinks where they",21
https://www.gofundme.com/f/help-thievul-rest-peacefully-at-home,https://d2g8igdw686xgo.cloudfront.net/95768633_1760855625556562_r.png,860,"Donation protected
Hi all,

My heart is breaking to write this. My sweet baby boy, Thievul, was recently diagnosed with invasive brain tumors that are pushing on his brain. His symptoms have started progressing, and while I don’t know exactly when his time will come, I want to be prepared to give him the gentle, loving goodbye he deserves when that moment arrives. Due to the tumor pressing on his brain and having eroded his skull, his quality of life has began to decline. I am fearing this will ",8
https://www.gofundme.com/f/help-moahsarkrescues-save-terminally-ill-cats,https://d2g8igdw686xgo.cloudfront.net/95735995_1761049748822474_r.png,449,"Donation protected
Help Moah’s Ark Rescue Move to a Kinder State for Cats キ
My name is Maureen McNey, founder of Moah’s Ark Rescues ̶ a small 501(c)(3) nonprofit that has
saved more than 700 animals in the past seven years. Every day, I care for abandoned, sick, and
special-needs cats who would otherwise be euthanized.
Right now, my heart is breaking.
Nolan, one of my oldest cats, is 16 and nearing the end of his life. He and his brother Ryan were my late
sister’s beloved cats. When she passed f",8
https://www.gofundme.com/f/support-pawl-simons-birthday-wish-for-pets,https://d2g8igdw686xgo.cloudfront.net/95921931_1761282081187948_r.png,1774,"Donation protected
Pawl Simon’s Birthday Wish: Support Saint Paw Pet Connection and PawPurfect STL

“Every Pet Deserves a Home, and Every Home Deserves a Pet.”

Hello family, friends, and community supporters —

My name is Pawl Simon Cosby, proud owner of PawPurfect Pet Grooming Salon, serving the St. Louis community for over 17 years. This year, instead of gifts, I’m asking for something bigger — community love and support through this GoFundMe campaign to help us merge into Saint Pawl Pet Conn",3
https://www.gofundme.com/f/8m6nvw-help-patchouli-walk-again-acl-surgery-fund,https://d2g8igdw686xgo.cloudfront.net/95706943_1761170009674632_r.png,1782,"Donation protected
Patchouli had her first surgery Oct 21, and it doing well so far. The surgeon informed us she will need her right knee operated on next. It is not as badly torn as her left was, but will continue to tear.
React",10
https://www.gofundme.com/f/donate-to-save-maes-life,https://d2g8igdw686xgo.cloudfront.net/95899161_1761232350430050_r.png,350,"Donation protected
Help Mae Fight for Her Life
Hi, my name is Kara, and I’m raising funds for my sweet rescue dog, Mae.
Mae has had a rough start in life — she was rescued by the ASPCA from a dog fighting ring and spent two and a half years waiting in a shelter for someone to give her a second chance. The day I met her at an event at my job, it was truly love at first sight — her wagging tail and sweet eyes stole my heart. I adopted her four days later, and she has brought so much joy, healing, ",3
https://www.gofundme.com/f/help-lenny-get-lifesaving-surgery-m6hn3,https://d2g8igdw686xgo.cloudfront.net/95815695_1761007915118206_r.jpg,715,"Donation protected
Lenny has been part of my family for five years, and he means the world to me. Recently, he developed a life-threatening urinary blockage that has left him in a lot of pain. The veterinarian told me that without urgent surgery and sedation, Lenny may not survive. It’s heartbreaking to see him suffer, and I’m doing everything I can to get him the help he needs.


Lenny isn’t just a pet—he’s my companion and has been there for me through some of the hardest times in my life. Whe",6
https://www.gofundme.com/f/george-get-a-leg-amputation-and-be-painfree,https://d2g8igdw686xgo.cloudfront.net/95655547_1760518443599777_r.png,4574,"Donation protected
Hello everyone, my name is Kira, and I'm reaching out today for a cause that is very close to my heart - my dog, George. George is a 4 year old Great Dane Lab mix who loves to hike, lay in the sun, chew bones, and hang out with friends. Anyone that knows me knows that George is my soul dog (and seriously just the best dog in the world). He was recently diagnosed with osteosarcoma of the bone, an aggressive form of bone cancer. Imaging shows that the femur on his left leg is co",11
https://www.gofundme.com/f/give-grover-a-chance-support-his-fip-battle,https://d2g8igdw686xgo.cloudfront.net/95811973_1760998866180413_r.JPG,1415,"Donation protected
Hi Everyone

As some of you know, Michael and I unfortunately lost our kitty Benji last month due to cancer. The loss was incredibly devastating and in efforts to heal our family we adopted a sweet 5 month old kitten, Grover.

Last night, we had to unexpectedly rush Grover to the emergency room due to sudden lethargy, bloated stomach, stomach sickness, and pale gums. Upon arrival, he was rushed back to doctors and we were told he had low blood sugar, a low heart rate, and a bo",6
https://www.gofundme.com/f/support-sgt-canines-incs-lifechanging-work,https://d2g8igdw686xgo.cloudfront.net/95872077_1761154771304151_r.jpeg,1012,"Tax deductible
Hi, I’m Megan Tate, and I’m reaching out to ask for your support for SGT Canines Emergency Medical Fund, so we can continue to assist urgent medical cases , like this sweet boy Wolf. He was found grasping onto his last breaths, but fighting with hope to land in the arms of someone who can save him. Without emergency medical funds- we can not say yes to urgent emergency life saving medical treatment. This money goes 100% directly towards dogs, like wolf, and so many others, who nee",4
https://www.gofundme.com/f/jjgsv-help-save-this-rescued-pups-life,https://d2g8igdw686xgo.cloudfront.net/95865775_1761142312877977_r.jpeg,700,"Donation protected
I found this poor baby tied up behind an abandoned house. She was used to breed, and they took her babies and left her to die. She is severely starved, and rescue places are either at max capacity or want to put her down. Any donations would help to get her the vet care she needs and get her all healthy again!!
React",4
https://www.gofundme.com/f/help-save-benelli-emergency-vet-care-needed,https://d2g8igdw686xgo.cloudfront.net/95921185_1761279007505500_r.png,865,"Donation protected
Benelli is our beautiful ""Covid baby"" GSP. She is the sweetest, bestest girl in the world, and we love her so much.

On Oct 23rd, she got into my travel backpack where she found a container of sugar-free gum. Xylitol, the main ingredient in sugar-free gum, is toxic to dogs, and she almost immediately started having seizures and lost control of her body. We took her to the emergency vet where they stabilized her blood sugar and then sent us to the pet hospital for overnight car",3
https://www.gofundme.com/f/donate-to-support-rescue-of-60-rabbits,https://d2g8igdw686xgo.cloudfront.net/93136129_175374031582134_r.jpeg,16672,"Tax deductible
Friends of Rabbits, a nonprofit rabbit rescue in the DMV area, just recently undertook a massive rescue of domestic rabbits left on a farm. Our volunteers, along with some volunteers from HRS, went out to the property several evenings in a row for hours at a time and caught approximately 60 rabbits.














Read more
React",90
https://www.gofundme.com/f/help-cooper-recover-from-emergency-vet-care,https://d2g8igdw686xgo.cloudfront.net/95872133_1761155460908924_r.jpeg,14072,"Donation protected
On the morning of October 21, my English Setter Cooper got into a bag of mobility supplements and ate more than he should have. By the afternoon, he was vomiting and had severe diarrhea, and I rushed him to the emergency vet. The initial visit included fluids and medication, but his condition quickly worsened. Cooper became critically ill, with pale gums and cold ears, and had to return to the emergency vet late that night. The team worked urgently to stabilize him, but he beg",4
https://www.gofundme.com/f/support-phineaus-journey-to-recovery,https://d2g8igdw686xgo.cloudfront.net/95850757_1761089971738721_r.png,3000,"Donation protected
Hello! My name is Katelyn and I’m raising funds for my parents’ kitty, Phineaus. UPDATE: after an ultrasound, it is revealed that his gallbladder is severely infected and will need to be removed. His surgery is scheduled for Monday. The estimated cost for such a surgery is $3000. They need funds to get him on the road to recovery! Any help at all would be appreciated!

At only 4 years old, during a routine vet visit, we discovered he was very sick. The vet noticed he had jaund",5
https://www.gofundme.com/f/help-bella-overcome-hip-dysplasia,https://d2g8igdw686xgo.cloudfront.net/95880737_176130720997490_r.png,335,"Donation protected
Bella is a magical beast. She is clumsy and cuddly, brutish and gentle, bossy and bright. Her grunts and demands for attention are second to none! She used to be very playful, enjoying many days at her favorite doggy daycare spot, taking car rides to run errands, and exploring the neighborhood on long afternoon walks. But because of her torn ligament and severe hip dysplasia, she now spends most days in her bed or laying down in the yard soaking in the sun. The sad part of thi",3
https://www.gofundme.com/f/6rrshw-sadies-cancer-surgery,https://d2g8igdw686xgo.cloudfront.net/94985161_1758741670463017_r.png,625,"Donation protected
My name is Nick and this is my beautiful pitbull, Sadie. She recently got diagnosed with a cancerous tumor, and it's so big they said her only option is surgery. She's the sweetest, most loving dog ever. I rescued her when she was 1 from the streets of Detroit, and she's been by my side and my 15-year-old chihuahua's ever since. They are inseparable. I'm not one to ask for help ever, but this is way too much for me, and I can't imagine my life without her right now.
React",32
https://www.gofundme.com/f/donate-to-ahsokas-lifesaving-surgery-fund,https://d2g8igdw686xgo.cloudfront.net/95950319_1761370424847534_r.png,520,"Donation protected
Hello! My name is Ahsoka. I am a one-year-old field golden retriever, and I am here asking you to help my parents.

Here's what's happened so far: My parents took me to the vet, and they did A LOT of tests. After sooo mannnny visits, I finally had surgery, but the tests came out as inconclusive. As for the surgery, whatever they tried to remove came back. The mass growth on the side of my neck is really annoying. There are days when the mass is nonexistent and days when the ma",2
https://www.gofundme.com/f/xbz374-jaspers-fight-for-life,https://d2g8igdw686xgo.cloudfront.net/95391533_1759759740662046_r.png,15000,"Donation protected
Hi, my name is Jasper. I am a 1 y/o Shepherd. I was hit by a truck and am lucky to be alive. I am a loving, happy, and silly emotional support animal for my best friend, James. I love to hike, go on bike rides, and play in my pond. Unfortunately, I won't be able to support and love James if I can't get the care I need. I need an amputation on my leg and multiple blood transfusions to stay alive. The cost of my treatment is $15,000, and my family can't afford that cost. I am as",20
https://www.gofundme.com/f/help-jax-get-back-to-adventures,https://d2g8igdw686xgo.cloudfront.net/95697945_1760637234303029_r.png,4055,"Donation protected
Hey everyone, my name is Jax! I am a husky/pyrenees/shepherd mix that loves to go on adventures with my mom Taylor. Two weeks ago we found out that the Canine Cruiate Ligament in my right knee is torn and potentially the left as well. My mom started this Go Fund Me to help support the costly surgery and recovery.

I could just hit you with my puppy dog eyes and ask for money, but first I’d like to tell you a bit about myself and why it would mean the world to my mom if you con",10
https://www.gofundme.com/f/help-miko-fight-cancer,https://d2g8igdw686xgo.cloudfront.net/95820545_1761018314353739_r.png,895,"Donation protected
Earlier this year, my sweet 14.5-year-old Miko collapsed while on a walk. The veterinarian diagnosed him with heart failure, but thanks to his daily heart and lung medications, he’s been doing well and is still full of love and spirit. We’ve been managing regular visits with his cardiologist and vet.

Recently, though, I noticed what looked like a broken nail that wouldn’t heal. After two rounds of antibiotics, x-rays, and cytology tests, the vet discovered a tumor with signs ",6
https://www.gofundme.com/f/support-mylees-recovery-from-pneumonia,https://d2g8igdw686xgo.cloudfront.net/95972429_176144701524882_r.png,244,"Donation protected
I’m starting this GoFundMe to help support my dog, Mylee. She is currently very sick the vet thought it was pneumonia but thankfully it’s not she has some type of viral infection. I’ve had her for 13 years—she’s my baby and my best friend. The vet is originally recommending that she stay overnight but after many labs and three type of X-ray they found she has a fever and infection. I’m currently a college student and, unfortunately, I can’t afford to pay her vet bills on my ow",0
https://www.gofundme.com/f/2g98yk-support-our-journey-to-safety-and-freedom,https://d2g8igdw686xgo.cloudfront.net/95841035_1761078089993366_r.png,1468,"Donation protected
My ex-boyfriend and I have been together for 4 years. He was my best friend and the love of my life. Oh, how I was wrong. He started out with yelling and insulting me, and then it got physical on me. However, it's now getting physical on MY CAT. I'm done. I won't stand for that. I should've left so, so long ago. I have no job, no other home, no parents. I felt stuck here and still do, but I want out. I'm so sorry to my cat. I'm in such disbelief and my heart is hurting.
React
",5
https://www.gofundme.com/f/help-mammas-live-the-good-life,https://d2g8igdw686xgo.cloudfront.net/95935393_1761330995530863_r.png,450,"Donation protected
We've been taking care of abandoned dogs for 5 years and have finally found homes for all of them and have taken the last one, Mammas, home with us. The last night that we had gone up to feed her, we noticed that she had been attacked pretty badly and had some gnarly puncture wounds all over her, so we decided it was finally time to just bring her home.

She was so amazing while all of her puncture wounds healed. Then she got a really bad skin infection on her back that made i",2
https://www.gofundme.com/f/donate-for-ravens-critical-dental-care,https://d2g8igdw686xgo.cloudfront.net/95912023_1761255344362331_r.png,700,"Donation protected
My name is Raven im in desperate need of dental treatment/Extraction. This infection is causing a facial lesion that leaks pus/blood that is causing pain. Pl
React",3
https://www.gofundme.com/f/help-eugene-get-lifesaving-eye-surgery,https://d2g8igdw686xgo.cloudfront.net/95930403_1761329175357180_r.png,2588,"Donation protected
Sweet Eugene has dreamed of being a house cat his whole life — and he finally gets his wish. But before he can be reunited with his brother and live his best life in a new home, he needs a MAJOR eye surgery for an ulcer that the vet says medication alone will not solve…

This loving little guy adopted my porch last winter as a kitten and is only about a year old. Very suddenly a few days ago, I walked out to meet friends and saw him panting heavily in a corner in a lot of pain",2
https://www.gofundme.com/f/help-scout-get-the-surgery-she-needs,https://d2g8igdw686xgo.cloudfront.net/95707435_1760920959925879_r.png,515,"Donation protected
If you know me, you know I’m not the type of person to ask for money or help — but my sweet baby girl Scout needs back surgery, and I can’t cover the full cost on my own. She’s been having a tough time lately, and seeing her in pain has been heartbreaking.

Scout’s my best friend, and I just want her to get back to being her happy, wiggly and loud self. Any little bit helps more than you know, and I’m so grateful for any support — whether that’s a donation, a share or just goo",7
https://www.gofundme.com/f/support-mebos-animal-rescue-build-a-fence,https://d2g8igdw686xgo.cloudfront.net/95131215_1759147492492081_r.png,7975,"Donation protected
Hi! We’re MeBo’s Animal Rescue but you may know us as @forthecatsandkittens @callmemelissuhh and @itsbobbyopp on social media.

we recently moved to Texas in a small town and there are dozens of animals that come from around the neighborhood to feed on our property. We leave food out for them nightly and both cats and dogs are fed, watered and given love on our front porch.

we don’t mind doing this, but it adds a lot of unnecessary stress to our day to day having so many stra",27
https://www.gofundme.com/f/help-milly-recover-from-emergency-surgery,https://d2g8igdw686xgo.cloudfront.net/95559837_1760230239797605_r.png,7000,"Donation protected
Help us raise money to cover the vet costs for Milly's emergency surgery! Milly sadly suffered from 4 abdominal hernias, most likely caused by a larger animal grabbing hold of her. While the surgery saved her life and she is now on the road to healing, we are left with over $7,000 in medical fees (some covered by the pet insurance we thankfully had).

We are now calling upon our community and all that love her to help us pay these bills. Anything helps, and even if you can't c",15
https://www.gofundme.com/f/pnp58-please-help-royal,https://d2g8igdw686xgo.cloudfront.net/95850197_1761092472450735_r.png,3000,"Donation protected
Ayuda para Royal: Un Examen Médico Urgente

Hola a todos,

Me llamo Milagros y muchos de ustedes conocen a Royal, mi querida yegua que ha sido parte fundamental de nuestras terapias y ha brindado bienestar a muchas personas. Hoy me encuentro en una situación difícil, ya que Royal ha sido diagnosticada con un problema en el estómago y necesita un examen médico urgente, ya sea un MRI o un CT scan. Este procedimiento tiene un costo aproximado de $3000, y en este momento no cuento",5
